date,beta,market_cap,momentum,vol10
2012/10/19,-0.00463933870640064,-0.00031032032274329953,0.009576831493178287,0.0004967224673800084
2012/10/26,0.006265382089907487,-0.005220677657313971,-0.003657557836511147,-0.006102437634012498
2012/11/02,0.002948977435972908,-0.001767621604294007,0.004173640696158054,0.002716932928359105
2012/11/09,-0.005671632417000275,0.003118960284838411,0.0009382326158494865,-0.008442598004134404
2012/11/16,-0.007911578655271567,0.000330053534112108,0.007201337197514878,-0.010792184942507986
2012/11/23,0.01631409197825505,0.002235034743779535,0.003239725670060647,0.013572622240907432
2012/11/30,0.014490566411492527,-0.00012144004537398951,-0.004329620391929434,0.0036865198766852085
2012/12/07,-0.002414450074541053,-0.0003453251252966474,0.0052182793402646395,0.0009982366367057597
2012/12/14,0.01794752367035295,-0.0025131145275388497,-0.0006699359089501478,0.0011530005287586208
2012/12/21,0.001825992233734189,-0.006914649358046116,-0.003566586802746603,0.012477855983983967
2012/12/28,0.00022930244784289346,0.002144246902648581,-0.0014772918026934173,-0.005079242607026492
2013/01/04,0.03399095488384842,-0.001481367504359359,0.003453503754186493,0.014113222729102513
2013/01/11,0.01098524476356728,0.004163053215711261,0.003517644650160156,-0.0036771434605140404
2013/01/18,0.010140438355999174,0.0061191378017628455,0.0026073302189562066,-0.00042361777423998397
2013/01/25,0.011018331559156125,0.000863878145169801,0.005605250351498212,0.005857935672593646
2013/02/01,0.013906175168070646,0.0026746219361192367,-0.0025637426292739263,-0.004174412627595216
2013/02/08,0.015851563108818887,0.006829112423665165,0.002919455458119294,-0.0021334765951790077
2013/02/15,0.008207206281224252,0.0025426775261540714,-0.003650649796268616,-1.0421529915459336e-05
2013/02/22,0.01360760894889548,-0.0067149841629531816,0.0013239592600738919,-0.013301641301405114
2013/03/01,-0.0034740458161541146,0.00801491132472952,0.0035074142194569755,-0.00598195077697019
2013/03/08,0.008458415526304807,0.0018794630370505957,1.832773588664079e-05,0.012344536378284485
2013/03/15,0.003917941289879809,-0.000603578791091173,-0.000797450109409109,0.0028458175464965074
2013/03/22,0.028908048944299995,0.004952305857375893,0.0017669472140891438,-0.012514139314819732
2013/03/29,0.0007828517223798905,0.0018408984885342984,0.003620589422235525,-0.003342211449320473
2013/04/05,-0.010898217501621975,-0.0044532267250015556,0.005426263101947133,-0.010723960345220489
2013/04/12,0.009592854574314939,0.004754625901404411,0.005924073667562525,0.0070686446546104845
2013/04/19,-0.015725725657874334,0.0053969622015028786,0.0023894385265387846,-0.017744069504640886
2013/04/26,0.012548776605966344,0.00016034213774345914,0.000785496407499154,0.011855520262023004
2013/05/03,-0.010022466477874456,-0.0013896426548364795,0.0017616875015477242,0.009473574173436118
2013/05/10,0.008444453779291894,-0.0022374701670179694,-0.0007266052076877863,0.00645962227897112
2013/05/17,0.0037666392024149568,0.006976944829605153,0.002333788717394497,0.00558577567563831
2013/05/24,0.04156305407816025,-0.008039730582009293,-0.0012098252000655172,-0.008334914025946943
2013/05/31,0.05379126411597198,-0.002394282601947029,-0.0020062875919293786,-0.002129637035762541
2013/06/07,-0.007460456089624863,0.005645934891590231,0.0019377079888521402,-0.001668678032482302
2013/06/14,0.01347772041493901,0.0013943355183263313,-0.0014750757413270715,-0.007000868788137617
2013/06/21,-0.001949678678054962,0.0010976582810109823,-0.005951694358761565,-0.007276220440629781
2013/06/28,0.027186271401544553,0.001400532193488598,0.0021035490847615018,-0.005976497568703884
2013/07/05,-0.004915762492037082,0.004409924404081005,-0.004840052762018823,0.008221710642816673
2013/07/12,0.028022126168137346,0.0033834727055377777,0.005889495856332481,0.004695624791290825
2013/07/19,0.018528898810104336,-0.006045672011049185,-0.0017138290618111992,0.004258255600610318
2013/07/26,0.043895408115428004,-0.0065154217110780475,0.0036714323607782836,-0.006127623823671155
2013/08/02,0.06577766951122359,-0.002590512604909229,0.011906622425653384,-0.000711162932354057
2013/08/09,-0.014001409633978971,-0.003604363440866499,0.00014256766947791887,-0.005935372049649097
2013/08/16,0.01307228176375014,-0.00250384645461488,-0.0009450047268289351,-0.005430683834130829
2013/08/23,0.004139596554334259,0.002290265769191658,-0.003018103793760275,0.0043595172486033664
2013/08/30,0.022468003658711246,-0.003591845590868886,0.0055784552625901115,-0.010995890572279439
2013/09/06,0.013034126991217995,0.0031914625291924363,0.0028644162887862578,0.006692253677773592
2013/09/13,0.0025227883504653184,-0.003108781530940674,0.003214246682230998,0.008784143298011008
2013/09/20,0.007542436259912461,-0.001003081593133079,0.001076688526153706,0.003888771287497183
2013/09/27,0.011309703878000734,0.0033195906677904153,-0.004065527598851018,-0.0048832793124734255
2013/10/04,0.028987607372308623,0.006392164959134699,0.004736132631617028,-0.0012217986802595243
2013/10/11,-0.012475797859537414,-0.0075530624063960715,-0.0032916650390164364,-0.00024835125136876674
2013/10/18,-0.00250904298089467,0.0064185159636872165,0.002621073113207619,0.005811323726160962
2013/10/25,0.0012263086223922785,-0.00799189462747684,0.002491299150436213,-0.0018388694464361256
2013/11/01,-0.007593716620116045,-0.0001330099335020494,0.008517249617969508,-0.002924379158201412
2013/11/08,-0.0023465177970508145,0.0021843087930886124,-0.0011664224914461562,0.0001436192235141416
2013/11/15,0.0183851207331689,-0.001703471002893485,0.005591479857219468,-0.0007427016785438074
2013/11/22,0.002807335732192485,-0.0032882758033795593,-0.001888550435591587,-0.004663355783312623
2013/11/29,0.011639914946705613,0.0029680007253605665,-0.008809681208252233,0.00013994348210250173
2013/12/06,-0.002357260330320893,0.006507828925007505,0.006208945991167111,-0.005076609799809419
2013/12/13,0.0016244811435783112,0.0009484014936211501,0.0028875442098688486,-0.007813018959759483
2013/12/20,-0.0037848022411708184,0.005002523736110464,-0.0022434421866061507,0.015219697162340728
2013/12/27,0.017324667354021297,-1.2859595662798353e-05,0.0011967900345855194,0.009468357838828458
2014/01/03,0.023441165785021603,-0.003229290099971408,0.0010775299615029047,-0.004800989317651281
2014/01/10,0.07225579927975628,0.0013361456660232805,0.01339518833932343,-0.0008698031885711402
2014/01/17,0.02617213296168727,0.0007174185484128632,-0.002389521060586603,-0.006412188715918686
2014/01/24,0.004998666623799956,-0.008457655328068674,-0.004635756870834357,-0.014497038440331437
2014/01/31,0.008699315694543878,0.0047661692429244815,0.007042542449753918,-0.007536989064084626
2014/02/07,0.008571980901297738,-0.0032892407916178925,0.013633926220654931,-0.003997507827542289
2014/02/14,-0.002377323257008601,-0.0014255257187625893,-0.002182257127959853,0.009583232508439893
2014/02/21,0.01531249591685019,0.0039152032005271755,-0.0016620645610373286,-0.0009368427190376104
2014/02/28,0.013834277846323427,-0.0010878457298858653,0.0025073896823479924,0.008863588734850969
2014/03/07,0.04325994871051545,0.0025231229385084455,0.0011232357303544772,-0.0017494448654018712
2014/03/14,0.014865187156901901,-0.002468224929800264,-0.0006799276968579446,-0.10458040312779825
2014/03/21,0.011004680239989266,-0.005378718539161763,0.0013125656777738348,0.00905580853559013
2014/03/28,-0.03740983781050396,-0.0020722197184345568,0.007514462507137996,-0.03381136929904274
2014/04/04,-0.005742356620745065,-0.0035340211970544787,0.0015719954771757623,0.03225932604334202
2014/04/11,-0.006193815986560784,-0.007445737180881112,0.00020844440842067828,-0.07902267461681996
2014/04/18,-0.005667739137155547,-0.0007122071226540465,0.006800050492569345,0.05280639528374925
2014/04/25,0.024313150761433675,-0.01189900255760633,0.007094849712235455,-0.03480920259330186
